episode,reward,epsilon,loss
138,-6271.599999999997,0.05,0.2872459454461932
139,-6788.399999999999,0.05,0.30573124492334
140,-6090.099999999996,0.05,0.2768015762584077
141,-6902.5999999999985,0.05,0.2822188399318192
142,-6252.100000000002,0.05,0.27672890325387317
143,-7656.400000000001,0.05,0.2859479242728816
144,-6122.299999999998,0.05,0.28294135700497364
145,-6244.399999999996,0.05,0.27436272294984926
146,-6283.599999999993,0.05,0.2877546689990494
147,-6566.699999999995,0.05,0.2702006608040796
148,-6231.599999999994,0.05,0.28015451373325456
149,-6927.399999999994,0.05,0.27501993394560287
150,-6786.099999999995,0.05,0.27605499271303413
151,-6741.999999999994,0.05,0.26631431927283605
152,-7010.599999999996,0.05,0.2749029830512073
153,-6058.499999999996,0.05,0.2600957062509325
154,-6285.199999999996,0.05,0.2688863891694281
155,-6127.999999999997,0.05,0.2804254061438971
156,-6606.599999999994,0.05,0.25873724139399
157,-6128.999999999998,0.05,0.2717691352383958
158,-6822.399999999998,0.05,0.24380224036673706
159,-6012.199999999994,0.05,0.25475561428401206
160,-6693.399999999998,0.05,0.27455436264475186
161,-6109.799999999996,0.05,0.2538144233326117
162,-6336.599999999996,0.05,0.2730588558854328
163,-6361.599999999998,0.05,0.25926817665911384
164,-7270.799999999994,0.05,0.25572852761381204
165,-7221.799999999996,0.05,0.2670149036993583
166,-6366.099999999997,0.05,0.25479401881910035
167,-6289.7999999999965,0.05,0.2608696524467733
168,-6328.599999999994,0.05,0.24162123240530492
169,-6204.599999999996,0.05,0.2563091886540254
170,-6643.399999999995,0.05,0.27563954061932033
171,-6015.999999999997,0.05,0.25479806274589567
172,-6621.8,0.05,0.24822550339417326
173,-6800.799999999996,0.05,0.25621186896330783
174,-6342.999999999994,0.05,0.24145924229588772
175,-6501.199999999997,0.05,0.21817473972009288
176,-6220.399999999998,0.05,0.24590643954773744
177,-6409.199999999994,0.05,0.23011299179246028
178,-6224.8,0.05,0.23759063167704475
179,-6753.899999999998,0.05,0.2450834347349074
180,-6503.399999999993,0.05,0.23791108754360013
